step,epoch_frac,phase,loss_total,loss_think,loss_response,lr,grad_norm,tokens_seen_B,tokens_per_sec,gpu_mem_gb,gpu_mem_reserved_gb,loss_weight_think,val_loss,time_elapsed_min,eta_min,timestamp
10,0.0005,pretrain,1.712407,0.0,1.686358,2e-06,0.3667,2.109088,246701.0,4.478,10.524,0.0,,0.35,628.9,2026-04-29 14:15:37
20,0.0011,pretrain,1.735238,0.0,1.575258,4e-06,0.373,2.109743,264914.2,4.478,10.524,0.0,,0.51,457.2,2026-04-29 14:15:46
30,0.0017,pretrain,1.824242,0.0,2.202043,6e-06,0.3673,2.110398,265401.1,4.478,10.524,0.0,,0.67,397.4,2026-04-29 14:15:56
40,0.0022,pretrain,1.590289,0.0,1.445984,8e-06,0.3675,2.111054,265211.7,4.478,10.524,0.0,,0.83,369.4,2026-04-29 14:16:06
50,0.0028,pretrain,1.68514,0.0,1.762993,1e-05,0.365,2.111709,264993.2,4.478,10.524,0.0,,0.99,351.0,2026-04-29 14:16:15
60,0.0034,pretrain,1.771092,0.0,1.789456,1.2e-05,0.3713,2.112365,265074.8,4.478,10.524,0.0,,1.15,339.7,2026-04-29 14:16:24
70,0.0039,pretrain,1.64958,0.0,1.840314,1.4e-05,0.3651,2.11302,265322.7,4.478,10.524,0.0,,1.3,330.7,2026-04-29 14:16:34
80,0.0045,pretrain,1.912802,0.0,2.376702,1.6e-05,0.3765,2.113675,265251.7,4.478,10.524,0.0,,1.46,324.8,2026-04-29 14:16:44
90,0.005,pretrain,1.694619,0.0,1.621135,1.8e-05,0.3682,2.114331,265615.8,4.478,10.524,0.0,,1.62,320.1,2026-04-29 14:16:53
100,0.0056,pretrain,1.608773,0.0,1.5675,2e-05,0.3713,2.114986,265528.5,4.478,10.524,0.0,,1.78,315.7,2026-04-29 14:17:03
110,0.0062,pretrain,1.724275,0.0,1.632964,2.2000000000000003e-05,0.3727,2.115641,265717.4,4.478,10.524,0.0,,1.94,312.6,2026-04-29 14:17:12
120,0.0067,pretrain,1.704973,0.0,2.011331,2.4e-05,0.3794,2.116297,265124.3,4.478,10.524,0.0,,2.1,309.5,2026-04-29 14:17:21
130,0.0073,pretrain,1.884689,0.0,1.6077,2.6000000000000002e-05,0.3782,2.116952,251595.5,4.478,10.524,0.0,,2.26,307.4,2026-04-29 14:17:31
140,0.0078,pretrain,1.556102,0.0,1.371285,2.8e-05,0.3688,2.117607,265382.7,4.478,10.524,0.0,,2.41,305.0,2026-04-29 14:17:41
150,0.0084,pretrain,1.647357,0.0,1.68782,3e-05,0.3755,2.118263,265111.7,4.478,10.524,0.0,,2.57,303.4,2026-04-29 14:17:50
160,0.009,pretrain,1.756482,0.0,1.504447,3.2e-05,0.3771,2.118918,265195.3,4.478,10.524,0.0,,2.73,301.6,2026-04-29 14:18:00
170,0.0095,pretrain,1.759558,0.0,1.659108,3.4e-05,0.382,2.119574,265736.4,4.478,10.524,0.0,,2.89,300.3,2026-04-29 14:18:09
180,0.0101,pretrain,1.818414,0.0,1.755464,3.6e-05,0.3799,2.120229,265431.4,4.478,10.524,0.0,,3.05,298.8,2026-04-29 14:18:19
190,0.0106,pretrain,1.679964,0.0,1.879239,3.8e-05,0.3752,2.120884,253319.6,4.478,10.524,0.0,,3.21,297.8,2026-04-29 14:18:28
200,0.0112,pretrain,1.812875,0.0,2.155425,4e-05,0.3832,2.12154,265220.7,4.478,10.524,0.0,,3.36,296.5,2026-04-29 14:18:38
210,0.0118,pretrain,1.784204,0.0,1.54864,4.2000000000000004e-05,0.3751,2.122195,264943.3,4.478,10.524,0.0,,3.52,295.7,2026-04-29 14:18:47
220,0.0123,pretrain,1.821697,0.0,1.745203,4.4000000000000006e-05,0.3815,2.12285,263711.5,4.478,10.524,0.0,,3.68,294.7,2026-04-29 14:18:57
230,0.0129,pretrain,1.710213,0.0,1.560114,4.6e-05,0.3783,2.123506,252824.5,4.478,10.524,0.0,,3.84,294.0,2026-04-29 14:19:06
240,0.0134,pretrain,1.718016,0.0,1.485102,4.8e-05,0.3837,2.124161,265492.7,4.478,10.524,0.0,,4.0,293.0,2026-04-29 14:19:16
250,0.014,pretrain,1.727818,0.0,1.205,5e-05,0.3798,2.124816,265054.2,4.478,10.524,0.0,,4.15,292.2,2026-04-29 14:19:25
260,0.0146,pretrain,1.885878,0.0,2.006237,5.2000000000000004e-05,0.3839,2.125472,265336.9,4.478,10.524,0.0,,4.32,291.6,2026-04-29 14:19:35
270,0.0151,pretrain,1.709316,0.0,1.689005,5.4e-05,0.4383,2.126127,265844.6,4.478,10.524,0.0,,4.48,291.1,2026-04-29 14:19:44
280,0.0157,pretrain,1.828464,0.0,1.950142,5.6e-05,0.3922,2.126782,265327.5,4.478,10.524,0.0,,4.63,290.3,2026-04-29 14:19:54
290,0.0163,pretrain,1.617584,0.0,1.450987,5.8e-05,0.3807,2.127438,266023.3,4.478,10.524,0.0,,4.79,289.8,2026-04-29 14:20:03
300,0.0168,pretrain,1.525216,0.0,1.571253,6e-05,0.3791,2.128093,266001.8,4.478,10.524,0.0,,4.95,289.1,2026-04-29 14:20:13
310,0.0174,pretrain,1.813114,0.0,1.769341,6.2e-05,0.3967,2.128749,265558.2,4.478,10.524,0.0,,5.11,288.6,2026-04-29 14:20:22
320,0.0179,pretrain,1.663567,0.0,1.544946,6.4e-05,0.3891,2.129404,251727.1,4.478,10.524,0.0,,5.27,288.2,2026-04-29 14:20:32
330,0.0185,pretrain,1.767742,0.0,1.937634,6.6e-05,0.3895,2.130059,265725.2,4.478,10.524,0.0,,5.42,287.6,2026-04-29 14:20:41
340,0.0191,pretrain,1.642761,0.0,1.378223,6.8e-05,0.3942,2.130715,265377.0,4.478,10.524,0.0,,5.58,287.3,2026-04-29 14:20:51
350,0.0196,pretrain,1.827172,0.0,1.868867,7.000000000000001e-05,0.4016,2.13137,265340.9,4.478,10.524,0.0,,5.74,286.7,2026-04-29 14:21:00
360,0.0202,pretrain,1.662342,0.0,1.90531,7.2e-05,0.3956,2.132025,252266.2,4.478,10.524,0.0,,5.9,286.4,2026-04-29 14:21:10
370,0.0207,pretrain,1.757598,0.0,1.554793,7.400000000000001e-05,0.3895,2.132681,265619.5,4.478,10.524,0.0,,6.06,285.9,2026-04-29 14:21:19
380,0.0213,pretrain,1.764941,0.0,2.007447,7.6e-05,0.3939,2.133336,265096.1,4.478,10.524,0.0,,6.22,285.5,2026-04-29 14:21:29
390,0.0219,pretrain,1.786787,0.0,2.009482,7.8e-05,0.3948,2.133991,265294.0,4.478,10.524,0.0,,6.37,285.0,2026-04-29 14:21:38
400,0.0224,pretrain,1.6222,0.0,1.369817,8e-05,0.39,2.134647,265604.3,4.478,10.524,0.0,,6.54,284.7,2026-04-29 14:21:48
410,0.023,pretrain,1.755772,0.0,2.041554,8.2e-05,0.3977,2.135302,253289.2,4.478,10.524,0.0,,6.69,284.4,2026-04-29 14:21:57
420,0.0235,pretrain,1.668046,0.0,1.835672,8.400000000000001e-05,0.3944,2.135958,265538.6,4.478,10.524,0.0,,6.85,284.0,2026-04-29 14:22:07
430,0.0241,pretrain,1.767211,0.0,1.857999,8.6e-05,0.3977,2.136613,265698.0,4.478,10.524,0.0,,7.01,283.7,2026-04-29 14:22:16
440,0.0247,pretrain,1.759922,0.0,1.85503,8.800000000000001e-05,0.3899,2.137268,265505.9,4.478,10.524,0.0,,7.17,283.3,2026-04-29 14:22:26
450,0.0252,pretrain,1.710902,0.0,1.718766,9e-05,0.389,2.137924,265473.3,4.478,10.524,0.0,,7.33,283.0,2026-04-29 14:22:35
460,0.0258,pretrain,1.692958,0.0,1.83848,9.2e-05,0.3986,2.138579,265213.1,4.478,10.524,0.0,,7.48,282.6,2026-04-29 14:22:45
470,0.0263,pretrain,1.656367,0.0,1.617694,9.4e-05,0.4025,2.139234,265218.0,4.478,10.524,0.0,,7.64,282.3,2026-04-29 14:22:54
480,0.0269,pretrain,1.809094,0.0,1.898424,9.6e-05,0.394,2.13989,265092.4,4.478,10.524,0.0,,7.8,281.9,2026-04-29 14:23:04
490,0.0275,pretrain,1.783615,0.0,1.534332,9.800000000000001e-05,0.3954,2.140545,265298.3,4.478,10.524,0.0,,7.96,281.7,2026-04-29 14:23:13
500,0.028,pretrain,1.644867,0.0,1.281031,0.0001,0.4004,2.1412,265571.6,4.478,10.524,0.0,,8.12,281.3,2026-04-29 14:23:23
510,0.0286,pretrain,1.699582,0.0,1.479784,9.999992605051717e-05,0.395,2.141856,265376.2,4.478,10.524,0.0,,8.62,292.8,2026-04-29 14:23:53
520,0.0292,pretrain,1.750857,0.0,1.968461,9.999970420231171e-05,0.3963,2.142511,265407.6,4.478,10.524,0.0,,8.78,292.3,2026-04-29 14:24:03
530,0.0297,pretrain,1.682542,0.0,1.911732,9.999933445611276e-05,0.4036,2.143166,265236.9,4.478,10.524,0.0,,8.94,291.8,2026-04-29 14:24:12
540,0.0303,pretrain,1.574344,0.0,1.734575,9.999881681313553e-05,0.3901,2.143822,265304.4,4.478,10.524,0.0,,9.1,291.3,2026-04-29 14:24:22
550,0.0308,pretrain,1.686443,0.0,1.642974,9.999815127508137e-05,0.3914,2.144477,265545.6,4.478,10.524,0.0,,9.26,290.9,2026-04-29 14:24:31
560,0.0314,pretrain,1.743661,0.0,1.729768,9.999733784413763e-05,0.3948,2.145133,265232.6,4.478,10.524,0.0,,9.42,290.4,2026-04-29 14:24:41
570,0.032,pretrain,1.738773,0.0,1.986284,9.999637652297778e-05,0.3956,2.145788,252359.4,4.478,10.524,0.0,,9.58,290.0,2026-04-29 14:24:50
580,0.0325,pretrain,1.698359,0.0,1.858768,9.999526731476134e-05,0.393,2.146443,265693.2,4.478,10.524,0.0,,9.73,289.4,2026-04-29 14:25:00
590,0.0331,pretrain,1.801998,0.0,1.722943,9.999401022313387e-05,0.3984,2.147099,263548.1,4.478,10.524,0.0,,9.89,289.1,2026-04-29 14:25:09
600,0.0336,pretrain,1.885275,0.0,1.722404,9.999260525222699e-05,0.4109,2.147754,265348.6,4.478,10.524,0.0,,10.05,288.6,2026-04-29 14:25:19
610,0.0342,pretrain,1.768169,0.0,1.702853,9.999105240665834e-05,0.4012,2.148409,265488.0,4.478,10.524,0.0,,10.21,288.2,2026-04-29 14:25:28
620,0.0348,pretrain,1.744254,0.0,1.416084,9.998935169153159e-05,0.3938,2.149065,265417.5,4.478,10.524,0.0,,10.37,287.8,2026-04-29 14:25:38
630,0.0353,pretrain,1.725612,0.0,1.420374,9.998750311243635e-05,0.3934,2.14972,252732.5,4.478,10.524,0.0,,10.53,287.4,2026-04-29 14:25:47
640,0.0359,pretrain,1.868148,0.0,2.07288,9.998550667544826e-05,0.3974,2.150375,252526.9,4.478,10.524,0.0,,10.69,287.0,2026-04-29 14:25:57
650,0.0364,pretrain,1.933399,0.0,1.905166,9.998336238712887e-05,0.3987,2.151031,265380.1,4.478,10.524,0.0,,10.84,286.6,2026-04-29 14:26:06
660,0.037,pretrain,1.773814,0.0,1.435013,9.998107025452575e-05,0.3948,2.151686,252946.3,4.478,10.524,0.0,,11.0,286.3,2026-04-29 14:26:16
670,0.0376,pretrain,1.832927,0.0,1.962077,9.997863028517228e-05,0.396,2.152342,265602.3,4.478,10.524,0.0,,11.16,285.8,2026-04-29 14:26:25
680,0.0381,pretrain,1.60728,0.0,1.194372,9.997604248708776e-05,0.398,2.152997,265829.8,4.478,10.524,0.0,,11.32,285.4,2026-04-29 14:26:35
690,0.0387,pretrain,1.845499,0.0,1.936451,9.997330686877739e-05,0.3987,2.153652,253932.4,4.478,10.524,0.0,,11.48,285.1,2026-04-29 14:26:44
700,0.0392,pretrain,1.655672,0.0,1.701045,9.997042343923217e-05,0.3833,2.154308,265858.2,4.478,10.524,0.0,,11.63,284.6,2026-04-29 14:26:54
710,0.0398,pretrain,1.867502,0.0,1.928957,9.996739220792888e-05,0.3938,2.154963,254246.9,4.478,10.524,0.0,,11.79,284.3,2026-04-29 14:27:03
720,0.0404,pretrain,1.8542,0.0,1.617737,9.996421318483012e-05,0.3903,2.155618,265865.9,4.478,10.524,0.0,,11.95,283.9,2026-04-29 14:27:13
730,0.0409,pretrain,1.686076,0.0,1.780321,9.99608863803842e-05,0.3931,2.156274,265858.5,4.478,10.524,0.0,,12.11,283.6,2026-04-29 14:27:22
740,0.0415,pretrain,1.918392,0.0,2.248825,9.995741180552514e-05,0.3894,2.156929,265285.7,4.478,10.524,0.0,,12.26,283.2,2026-04-29 14:27:31
750,0.0421,pretrain,1.680109,0.0,1.675685,9.995378947167263e-05,0.3966,2.157584,253688.0,4.478,10.524,0.0,,12.42,282.9,2026-04-29 14:27:41
760,0.0426,pretrain,1.819009,0.0,1.632103,9.995001939073197e-05,0.4014,2.15824,265379.4,4.478,10.524,0.0,,12.58,282.5,2026-04-29 14:27:50
770,0.0432,pretrain,1.687046,0.0,2.010279,9.994610157509413e-05,0.3948,2.158895,266006.2,4.478,10.524,0.0,,12.74,282.2,2026-04-29 14:28:00
780,0.0437,pretrain,1.736114,0.0,2.115598,9.994203603763552e-05,0.3849,2.15955,265759.3,4.478,10.524,0.0,,12.9,281.9,2026-04-29 14:28:10
790,0.0443,pretrain,1.673845,0.0,1.76001,9.993782279171813e-05,0.3861,2.160206,265922.4,4.478,10.524,0.0,,13.06,281.6,2026-04-29 14:28:19
800,0.0449,pretrain,1.701422,0.0,1.88198,9.99334618511894e-05,0.3945,2.160861,265864.2,4.478,10.524,0.0,,13.21,281.2,2026-04-29 14:28:28
810,0.0454,pretrain,1.844069,0.0,2.049439,9.992895323038218e-05,0.3931,2.161517,265727.8,4.478,10.524,0.0,,13.37,280.9,2026-04-29 14:28:38
820,0.046,pretrain,1.837493,0.0,1.781516,9.99242969441147e-05,0.391,2.162172,265598.4,4.478,10.524,0.0,,13.53,280.6,2026-04-29 14:28:47
830,0.0465,pretrain,1.801916,0.0,1.770725,9.991949300769053e-05,0.3882,2.162827,265688.2,4.478,10.524,0.0,,13.69,280.3,2026-04-29 14:28:57
840,0.0471,pretrain,1.726062,0.0,1.543527,9.99145414368985e-05,0.3905,2.163483,266212.2,4.478,10.524,0.0,,13.84,280.0,2026-04-29 14:29:06
850,0.0477,pretrain,1.831477,0.0,1.831247,9.990944224801263e-05,0.3945,2.164138,265861.4,4.478,10.524,0.0,,14.0,279.7,2026-04-29 14:29:16
860,0.0482,pretrain,1.728665,0.0,1.545203,9.990419545779215e-05,0.3925,2.164793,266196.6,4.478,10.524,0.0,,14.16,279.4,2026-04-29 14:29:25
870,0.0488,pretrain,1.801455,0.0,1.875732,9.989880108348141e-05,0.3934,2.165449,265596.5,4.478,10.524,0.0,,14.32,279.1,2026-04-29 14:29:35
880,0.0493,pretrain,1.690895,0.0,1.577738,9.989325914280975e-05,0.3847,2.166104,266176.4,4.478,10.524,0.0,,14.48,278.8,2026-04-29 14:29:44
890,0.0499,pretrain,1.66698,0.0,1.949316,9.988756965399161e-05,0.3858,2.166759,252644.8,4.478,10.524,0.0,,14.64,278.6,2026-04-29 14:29:54
900,0.0505,pretrain,1.889145,0.0,2.438938,9.988173263572627e-05,0.3993,2.167415,253605.1,4.478,10.524,0.0,,14.8,278.3,2026-04-29 14:30:03
910,0.051,pretrain,1.737554,0.0,2.317454,9.987574810719795e-05,0.3926,2.16807,265663.3,4.478,10.524,0.0,,14.95,278.0,2026-04-29 14:30:13
920,0.0516,pretrain,1.667945,0.0,1.158335,9.986961608807567e-05,0.3829,2.168726,265374.1,4.478,10.524,0.0,,15.11,277.7,2026-04-29 14:30:22
930,0.0521,pretrain,1.625283,0.0,1.685838,9.986333659851317e-05,0.3749,2.169381,265735.3,4.478,10.524,0.0,,15.27,277.4,2026-04-29 14:30:32
940,0.0527,pretrain,1.82197,0.0,1.695067,9.985690965914891e-05,0.3903,2.170036,265465.8,4.478,10.524,0.0,,15.43,277.2,2026-04-29 14:30:41
950,0.0533,pretrain,1.707366,0.0,2.056667,9.985033529110593e-05,0.3793,2.170692,265566.6,4.478,10.524,0.0,,15.58,276.9,2026-04-29 14:30:51
960,0.0538,pretrain,1.726399,0.0,2.326763,9.984361351599186e-05,0.3897,2.171347,265377.1,4.478,10.524,0.0,,15.74,276.7,2026-04-29 14:31:00
970,0.0544,pretrain,1.675383,0.0,1.318407,9.983674435589877e-05,0.3874,2.172002,253356.8,4.478,10.524,0.0,,15.9,276.4,2026-04-29 14:31:10
980,0.055,pretrain,1.778639,0.0,2.054661,9.982972783340313e-05,0.3897,2.172658,265529.5,4.478,10.524,0.0,,16.06,276.1,2026-04-29 14:31:19
990,0.0555,pretrain,1.844535,0.0,1.361176,9.982256397156577e-05,0.3907,2.173313,254092.1,4.478,10.524,0.0,,16.22,275.9,2026-04-29 14:31:29
1000,0.0561,pretrain,1.814625,0.0,1.529636,9.981525279393174e-05,0.3967,2.173968,265594.4,4.478,10.524,0.0,,16.38,275.6,2026-04-29 14:31:38
1010,0.0566,pretrain,1.786853,0.0,1.634307,9.980779432453027e-05,0.3957,2.174624,265165.5,4.478,10.524,0.0,,16.79,279.6,2026-04-29 14:32:03
1020,0.0572,pretrain,1.733405,0.0,1.576426,9.980018858787471e-05,0.3885,2.175279,265521.0,4.478,10.524,0.0,,16.94,279.2,2026-04-29 14:32:12
1030,0.0578,pretrain,1.74998,0.0,1.771222,9.979243560896239e-05,0.3839,2.175934,265803.0,4.478,10.524,0.0,,17.1,279.0,2026-04-29 14:32:22
1040,0.0583,pretrain,1.683553,0.0,1.806344,9.97845354132746e-05,0.3789,2.17659,265851.4,4.478,10.524,0.0,,17.26,278.6,2026-04-29 14:32:31
1050,0.0589,pretrain,1.801777,0.0,1.467773,9.977648802677645e-05,0.3923,2.177245,251891.0,4.478,10.524,0.0,,17.42,278.4,2026-04-29 14:32:41
1060,0.0594,pretrain,1.75736,0.0,1.987482,9.976829347591685e-05,0.3853,2.177901,265620.8,4.478,10.524,0.0,,17.58,278.1,2026-04-29 14:32:50
1070,0.06,pretrain,1.682406,0.0,1.643237,9.975995178762836e-05,0.3834,2.178556,253530.0,4.478,10.524,0.0,,17.74,277.8,2026-04-29 14:33:00
1080,0.0606,pretrain,1.909612,0.0,1.832702,9.975146298932715e-05,0.3871,2.179211,266205.3,4.478,10.524,0.0,,17.89,277.5,2026-04-29 14:33:09
1090,0.0611,pretrain,1.860281,0.0,1.616158,9.974282710891285e-05,0.3892,2.179867,265996.5,4.478,10.524,0.0,,18.05,277.2,2026-04-29 14:33:19
1100,0.0617,pretrain,1.701284,0.0,1.582148,9.973404417476854e-05,0.3861,2.180522,265552.8,4.478,10.524,0.0,,18.21,276.9,2026-04-29 14:33:28
1110,0.0622,pretrain,1.696588,0.0,1.659451,9.97251142157606e-05,0.3884,2.181177,265852.5,4.478,10.524,0.0,,18.37,276.7,2026-04-29 14:33:38
1120,0.0628,pretrain,1.840174,0.0,1.997002,9.971603726123862e-05,0.396,2.181833,265454.6,4.478,10.524,0.0,,18.52,276.4,2026-04-29 14:33:47
1130,0.0634,pretrain,1.906303,0.0,1.689451,9.970681334103529e-05,0.394,2.182488,265662.2,4.478,10.524,0.0,,18.68,276.1,2026-04-29 14:33:57
1140,0.0639,pretrain,1.796282,0.0,1.88355,9.969744248546639e-05,0.3876,2.183143,265897.4,4.478,10.524,0.0,,18.84,275.8,2026-04-29 14:34:06
1150,0.0645,pretrain,1.808066,0.0,1.90635,9.968792472533055e-05,0.3897,2.183799,265988.8,4.478,10.524,0.0,,19.0,275.6,2026-04-29 14:34:16
1160,0.065,pretrain,1.657492,0.0,1.720637,9.967826009190929e-05,0.3865,2.184454,265275.5,4.478,10.524,0.0,,19.16,275.3,2026-04-29 14:34:25
1170,0.0656,pretrain,1.773604,0.0,1.771173,9.966844861696676e-05,0.4312,2.18511,252460.7,4.478,10.524,0.0,,19.32,275.0,2026-04-29 14:34:35
1180,0.0662,pretrain,1.809057,0.0,1.988327,9.965849033274984e-05,0.3828,2.185765,265821.7,4.478,10.524,0.0,,19.47,274.7,2026-04-29 14:34:44
1190,0.0667,pretrain,1.777404,0.0,2.203206,9.964838527198785e-05,0.3799,2.18642,265717.0,4.478,10.524,0.0,,19.63,274.5,2026-04-29 14:34:54
1200,0.0673,pretrain,1.642467,0.0,1.658496,9.963813346789248e-05,0.3873,2.187076,266026.9,4.478,10.524,0.0,,19.79,274.2,2026-04-29 14:35:03
1210,0.0679,pretrain,1.697138,0.0,1.274849,9.962773495415784e-05,0.3824,2.187731,265423.3,4.478,10.524,0.0,,19.95,274.0,2026-04-29 14:35:13
1220,0.0684,pretrain,1.676813,0.0,1.776729,9.961718976496004e-05,0.3929,2.188386,253053.4,4.478,10.524,0.0,,20.11,273.7,2026-04-29 14:35:22
1230,0.069,pretrain,1.52087,0.0,1.386532,9.960649793495745e-05,0.3786,2.189042,265427.8,4.478,10.524,0.0,,20.26,273.5,2026-04-29 14:35:32
1240,0.0695,pretrain,1.815605,0.0,1.409858,9.959565949929023e-05,0.3912,2.189697,265704.0,4.478,10.524,0.0,,20.42,273.2,2026-04-29 14:35:41
1250,0.0701,pretrain,1.800454,0.0,1.871872,9.958467449358051e-05,0.3894,2.190352,264491.6,4.478,10.524,0.0,,20.58,273.0,2026-04-29 14:35:51
1260,0.0707,pretrain,1.731477,0.0,2.072211,9.957354295393208e-05,0.3856,2.191008,265564.2,4.478,10.524,0.0,,20.74,272.7,2026-04-29 14:36:00
1270,0.0712,pretrain,1.779098,0.0,1.677635,9.956226491693033e-05,0.3931,2.191663,265696.8,4.478,10.524,0.0,,20.9,272.5,2026-04-29 14:36:09
1280,0.0718,pretrain,1.764608,0.0,1.741197,9.955084041964214e-05,0.3893,2.192318,265819.6,4.478,10.524,0.0,,21.06,272.2,2026-04-29 14:36:19
1290,0.0723,pretrain,1.776895,0.0,1.58828,9.953926949961579e-05,0.384,2.192974,265724.7,4.478,10.524,0.0,,21.21,272.0,2026-04-29 14:36:28
1300,0.0729,pretrain,1.659577,0.0,1.849897,9.952755219488075e-05,0.3921,2.193629,252966.0,4.478,10.524,0.0,,21.37,271.7,2026-04-29 14:36:38
1310,0.0735,pretrain,1.887128,0.0,2.275474,9.951568854394765e-05,0.3944,2.194285,265277.9,4.478,10.524,0.0,,21.53,271.5,2026-04-29 14:36:47
1320,0.074,pretrain,1.596146,0.0,1.50532,9.950367858580804e-05,0.3913,2.19494,265747.2,4.478,10.524,0.0,,21.69,271.3,2026-04-29 14:36:57
1330,0.0746,pretrain,1.809953,0.0,1.637031,9.949152235993441e-05,0.3795,2.195595,265095.9,4.478,10.524,0.0,,21.84,271.0,2026-04-29 14:37:06
1340,0.0751,pretrain,1.699329,0.0,2.12713,9.947921990627994e-05,0.3858,2.196251,265145.4,4.478,10.524,0.0,,22.0,270.8,2026-04-29 14:37:16
1350,0.0757,pretrain,1.690773,0.0,1.774276,9.94667712652784e-05,0.3898,2.196906,265684.3,4.478,10.524,0.0,,22.16,270.5,2026-04-29 14:37:25
1360,0.0763,pretrain,1.83278,0.0,1.434848,9.945417647784404e-05,0.3963,2.197561,251792.3,4.478,10.524,0.0,,22.32,270.3,2026-04-29 14:37:35
1370,0.0768,pretrain,1.741663,0.0,1.935637,9.944143558537144e-05,0.3892,2.198217,265595.3,4.478,10.524,0.0,,22.48,270.0,2026-04-29 14:37:44
1380,0.0774,pretrain,1.68062,0.0,2.236762,9.942854862973538e-05,0.381,2.198872,265571.5,4.478,10.524,0.0,,22.64,269.8,2026-04-29 14:37:54
1390,0.0779,pretrain,1.653675,0.0,1.262755,9.941551565329068e-05,0.381,2.199527,265418.0,4.478,10.524,0.0,,22.8,269.6,2026-04-29 14:38:03
1400,0.0785,pretrain,1.777161,0.0,1.921933,9.940233669887209e-05,0.3812,2.200183,265656.8,4.478,10.524,0.0,,22.95,269.4,2026-04-29 14:38:13
1410,0.0791,pretrain,1.677446,0.0,1.257099,9.938901180979414e-05,0.3865,2.200838,265739.5,4.478,10.524,0.0,,23.11,269.1,2026-04-29 14:38:22
1420,0.0796,pretrain,1.73054,0.0,1.712084,9.937554102985101e-05,0.382,2.201494,265176.9,4.478,10.524,0.0,,23.27,268.9,2026-04-29 14:38:32
1430,0.0802,pretrain,1.635821,0.0,1.585994,9.936192440331632e-05,0.3943,2.202149,253916.6,4.478,10.524,0.0,,23.43,268.7,2026-04-29 14:38:42
1440,0.0808,pretrain,1.688367,0.0,2.092619,9.934816197494309e-05,0.3899,2.202804,265968.1,4.478,10.524,0.0,,23.59,268.4,2026-04-29 14:38:51
1450,0.0813,pretrain,1.987062,0.0,1.772409,9.933425378996353e-05,0.4017,2.20346,253219.8,4.478,10.524,0.0,,23.75,268.2,2026-04-29 14:39:00
1460,0.0819,pretrain,1.67683,0.0,1.572509,9.932019989408886e-05,0.3807,2.204115,265581.1,4.478,10.524,0.0,,23.9,268.0,2026-04-29 14:39:10
1470,0.0824,pretrain,1.810612,0.0,1.818108,9.930600033350925e-05,0.3846,2.20477,265693.6,4.478,10.524,0.0,,24.06,267.8,2026-04-29 14:39:19
1480,0.083,pretrain,1.814017,0.0,1.78071,9.929165515489359e-05,0.3935,2.205426,265702.5,4.478,10.524,0.0,,24.22,267.5,2026-04-29 14:39:29
1490,0.0836,pretrain,1.758424,0.0,1.986567,9.927716440538937e-05,0.3824,2.206081,264897.8,4.478,10.524,0.0,,24.38,267.3,2026-04-29 14:39:38
1500,0.0841,pretrain,1.671729,0.0,1.790245,9.926252813262251e-05,0.3941,2.206736,265396.5,4.478,10.524,0.0,,24.54,267.1,2026-04-29 14:39:48
1510,0.0847,pretrain,1.930606,0.0,1.703278,9.924774638469723e-05,0.3939,2.207392,263859.5,4.478,10.524,0.0,,24.95,269.6,2026-04-29 14:40:12
1520,0.0852,pretrain,1.638119,0.0,1.630704,9.923281921019588e-05,0.3904,2.208047,252564.6,4.478,10.524,0.0,,25.11,269.4,2026-04-29 14:40:22
1530,0.0858,pretrain,1.721142,0.0,1.442104,9.921774665817876e-05,0.3874,2.208702,265487.2,4.478,10.524,0.0,,25.26,269.1,2026-04-29 14:40:31
1540,0.0864,pretrain,1.849434,0.0,1.475243,9.920252877818398e-05,0.3864,2.209358,253951.6,4.478,10.524,0.0,,25.42,268.9,2026-04-29 14:40:41
1550,0.0869,pretrain,1.864428,0.0,1.828976,9.918716562022726e-05,0.3959,2.210013,265223.4,4.478,10.524,0.0,,25.58,268.6,2026-04-29 14:40:50
1560,0.0875,pretrain,1.860721,0.0,1.669165,9.917165723480185e-05,0.3823,2.210669,253088.6,4.478,10.524,0.0,,25.74,268.4,2026-04-29 14:41:00
1570,0.088,pretrain,1.705098,0.0,1.41925,9.91560036728783e-05,0.3873,2.211324,264664.0,4.478,10.524,0.0,,25.9,268.2,2026-04-29 14:41:10
1580,0.0886,pretrain,1.638995,0.0,1.788163,9.914020498590426e-05,0.3834,2.211979,265152.3,4.478,10.524,0.0,,26.06,268.0,2026-04-29 14:41:19
1590,0.0892,pretrain,1.659544,0.0,1.733681,9.912426122580441e-05,0.3786,2.212635,265707.0,4.478,10.524,0.0,,26.21,267.7,2026-04-29 14:41:28
1600,0.0897,pretrain,1.689129,0.0,2.122038,9.91081724449802e-05,0.3833,2.21329,266127.3,4.478,10.524,0.0,,26.37,267.5,2026-04-29 14:41:38
1610,0.0903,pretrain,1.768583,0.0,2.008126,9.90919386963097e-05,0.4429,2.213945,265595.5,4.478,10.524,0.0,,26.53,267.3,2026-04-29 14:41:48
1620,0.0908,pretrain,1.756954,0.0,1.600307,9.90755600331475e-05,0.3831,2.214601,265565.2,4.478,10.524,0.0,,26.69,267.0,2026-04-29 14:41:57
1630,0.0914,pretrain,1.927186,0.0,2.014402,9.90590365093244e-05,0.3938,2.215256,253043.8,4.478,10.524,0.0,,26.85,266.8,2026-04-29 14:42:07
