step,epoch_frac,phase,loss_total,loss_think,loss_response,lr,grad_norm,tokens_seen_B,tokens_per_sec,gpu_mem_gb,gpu_mem_reserved_gb,loss_weight_think,val_loss,time_elapsed_min,eta_min,timestamp
3970,0.2227,pretrain,1.743199,0.0,1.708385,9.138561431628147e-05,0.3863,2.36861,253889.4,4.478,10.524,0.0,,64.96,226.8,2026-04-29 15:20:13
3980,0.2232,pretrain,1.666993,0.0,1.393989,9.133755221578858e-05,0.3842,2.369266,264915.4,4.478,10.524,0.0,,65.12,226.6,2026-04-29 15:20:23
3990,0.2238,pretrain,1.759879,0.0,1.96522,9.128937068670929e-05,0.3879,2.369921,265552.1,4.478,10.524,0.0,,65.28,226.4,2026-04-29 15:20:32
4000,0.2243,pretrain,1.747404,0.0,1.645937,9.124106988739912e-05,0.3817,2.370576,264785.9,4.478,10.524,0.0,,65.44,226.2,2026-04-29 15:20:42
4010,0.2249,pretrain,1.892502,0.0,2.23477,9.119264997660561e-05,0.3934,2.371232,264756.7,4.478,10.524,0.0,,65.93,227.2,2026-04-29 15:21:11
4020,0.2255,pretrain,1.710208,0.0,1.553223,9.114411111346773e-05,0.391,2.371887,264871.3,4.478,10.524,0.0,,66.09,227.0,2026-04-29 15:21:21
4030,0.226,pretrain,1.705791,0.0,1.624998,9.109545345751541e-05,0.3865,2.372542,265326.1,4.478,10.524,0.0,,66.24,226.8,2026-04-29 15:21:30
4040,0.2266,pretrain,1.72302,0.0,1.838018,9.104667716866908e-05,0.3851,2.373198,265675.6,4.478,10.524,0.0,,66.4,226.6,2026-04-29 15:21:40
4050,0.2271,pretrain,1.783672,0.0,1.704059,9.099778240723897e-05,0.3819,2.373853,253113.2,4.478,10.524,0.0,,66.56,226.4,2026-04-29 15:21:49
4060,0.2277,pretrain,1.717654,0.0,1.742474,9.094876933392478e-05,0.3935,2.374509,264687.1,4.478,10.524,0.0,,66.72,226.3,2026-04-29 15:21:59
4070,0.2283,pretrain,1.771086,0.0,1.383519,9.089963810981499e-05,0.3924,2.375164,264683.7,4.478,10.524,0.0,,66.88,226.1,2026-04-29 15:22:08
4080,0.2288,pretrain,1.736981,0.0,1.808437,9.085038889638642e-05,0.3846,2.375819,265583.2,4.478,10.524,0.0,,67.04,225.9,2026-04-29 15:22:18
4090,0.2294,pretrain,1.842974,0.0,2.25117,9.080102185550372e-05,0.3934,2.376475,265463.4,4.478,10.524,0.0,,67.19,225.7,2026-04-29 15:22:27
4100,0.2299,pretrain,1.906175,0.0,2.139093,9.075153714941875e-05,0.4136,2.37713,253727.2,4.478,10.524,0.0,,67.35,225.5,2026-04-29 15:22:37
4110,0.2305,pretrain,1.922143,0.0,1.879161,9.07019349407701e-05,0.3949,2.377785,265983.9,4.478,10.524,0.0,,67.51,225.3,2026-04-29 15:22:46
4120,0.2311,pretrain,1.825069,0.0,2.056803,9.065221539258254e-05,0.3861,2.378441,254249.4,4.478,10.524,0.0,,67.67,225.2,2026-04-29 15:22:56
4130,0.2316,pretrain,1.706376,0.0,1.635579,9.060237866826655e-05,0.3904,2.379096,265697.9,4.478,10.524,0.0,,67.82,225.0,2026-04-29 15:23:05
4140,0.2322,pretrain,1.714265,0.0,1.769746,9.055242493161764e-05,0.3894,2.379751,265694.9,4.478,10.524,0.0,,67.98,224.8,2026-04-29 15:23:15
4150,0.2328,pretrain,1.718064,0.0,1.675781,9.050235434681598e-05,0.3941,2.380407,266174.5,4.478,10.524,0.0,,68.14,224.6,2026-04-29 15:23:24
4160,0.2333,pretrain,1.771178,0.0,1.899725,9.045216707842571e-05,0.3882,2.381062,265563.5,4.478,10.524,0.0,,68.3,224.4,2026-04-29 15:23:33
4170,0.2339,pretrain,1.704534,0.0,1.970055,9.040186329139452e-05,0.3873,2.381718,254164.5,4.478,10.524,0.0,,68.45,224.2,2026-04-29 15:23:43
4180,0.2344,pretrain,1.637442,0.0,1.417696,9.035144315105303e-05,0.3923,2.382373,253411.8,4.478,10.524,0.0,,68.61,224.0,2026-04-29 15:23:53
4190,0.235,pretrain,1.684707,0.0,1.432543,9.030090682311428e-05,0.3886,2.383028,265728.6,4.478,10.524,0.0,,68.77,223.9,2026-04-29 15:24:02
4200,0.2356,pretrain,1.667785,0.0,1.901715,9.025025447367316e-05,0.3797,2.383684,265826.5,4.478,10.524,0.0,,68.93,223.7,2026-04-29 15:24:12
4210,0.2361,pretrain,1.673986,0.0,1.951698,9.01994862692059e-05,0.3817,2.384339,265887.9,4.478,10.524,0.0,,69.09,223.5,2026-04-29 15:24:21
4220,0.2367,pretrain,1.700907,0.0,1.885837,9.01486023765695e-05,0.3842,2.384994,253158.8,4.478,10.524,0.0,,69.25,223.3,2026-04-29 15:24:30
4230,0.2372,pretrain,1.929769,0.0,1.867081,9.009760296300117e-05,0.3924,2.38565,264968.8,4.478,10.524,0.0,,69.4,223.1,2026-04-29 15:24:40
4240,0.2378,pretrain,1.725673,0.0,1.806772,9.004648819611785e-05,0.3913,2.386305,264524.9,4.478,10.524,0.0,,69.56,222.9,2026-04-29 15:24:50
4250,0.2384,pretrain,1.711104,0.0,1.838466,8.999525824391552e-05,0.3862,2.38696,266085.2,4.478,10.524,0.0,,69.72,222.8,2026-04-29 15:24:59
4260,0.2389,pretrain,1.658703,0.0,1.755049,8.99439132747688e-05,0.3845,2.387616,253656.3,4.478,10.524,0.0,,69.88,222.6,2026-04-29 15:25:08
4270,0.2395,pretrain,1.755567,0.0,2.052489,8.989245345743031e-05,0.3937,2.388271,265405.6,4.478,10.524,0.0,,70.04,222.4,2026-04-29 15:25:18
4280,0.24,pretrain,1.638475,0.0,2.015118,8.984087896103013e-05,0.3878,2.388926,253104.4,4.478,10.524,0.0,,70.2,222.2,2026-04-29 15:25:27
4290,0.2406,pretrain,1.875127,0.0,1.963386,8.978918995507525e-05,0.3815,2.389582,265306.2,4.478,10.524,0.0,,70.35,222.0,2026-04-29 15:25:37
4300,0.2412,pretrain,1.656178,0.0,1.796304,8.973738660944902e-05,0.3921,2.390237,252301.2,4.478,10.524,0.0,,70.51,221.9,2026-04-29 15:25:46
4310,0.2417,pretrain,1.68092,0.0,1.978341,8.968546909441057e-05,0.3818,2.390893,265311.9,4.478,10.524,0.0,,70.67,221.7,2026-04-29 15:25:56
4320,0.2423,pretrain,1.688474,0.0,1.435673,8.963343758059428e-05,0.3979,2.391548,265601.9,4.478,10.524,0.0,,70.83,221.5,2026-04-29 15:26:05
4330,0.2428,pretrain,1.741185,0.0,1.694414,8.95812922390092e-05,0.4154,2.392203,265629.8,4.478,10.524,0.0,,70.99,221.3,2026-04-29 15:26:15
4340,0.2434,pretrain,1.790749,0.0,1.613327,8.952903324103848e-05,0.397,2.392859,253725.1,4.478,10.524,0.0,,71.15,221.1,2026-04-29 15:26:24
4350,0.244,pretrain,1.624047,0.0,1.626841,8.947666075843883e-05,0.3891,2.393514,265652.0,4.478,10.524,0.0,,71.3,220.9,2026-04-29 15:26:34
4360,0.2445,pretrain,1.914996,0.0,1.788579,8.942417496333993e-05,0.3904,2.394169,265727.3,4.478,10.524,0.0,,71.46,220.8,2026-04-29 15:26:43
4370,0.2451,pretrain,1.602,0.0,1.839355,8.93715760282439e-05,0.3836,2.394825,265661.3,4.478,10.524,0.0,,71.62,220.6,2026-04-29 15:26:53
4380,0.2457,pretrain,1.634911,0.0,1.720781,8.931886412602468e-05,0.3799,2.39548,265894.8,4.478,10.524,0.0,,71.78,220.4,2026-04-29 15:27:02
4390,0.2462,pretrain,1.720539,0.0,1.922921,8.926603942992754e-05,0.3996,2.396135,266009.9,4.478,10.524,0.0,,71.94,220.2,2026-04-29 15:27:12
4400,0.2468,pretrain,1.874861,0.0,1.933808,8.921310211356842e-05,0.3937,2.396791,266153.8,4.478,10.524,0.0,,72.09,220.0,2026-04-29 15:27:21
4410,0.2473,pretrain,1.72918,0.0,2.213489,8.91600523509334e-05,0.3916,2.397446,266004.0,4.478,10.524,0.0,,72.25,219.9,2026-04-29 15:27:31
4420,0.2479,pretrain,1.766335,0.0,1.579191,8.910689031637814e-05,0.3814,2.398102,266204.4,4.478,10.524,0.0,,72.41,219.7,2026-04-29 15:27:40
4430,0.2485,pretrain,1.726719,0.0,1.799686,8.905361618462735e-05,0.3869,2.398757,253165.2,4.478,10.524,0.0,,72.57,219.5,2026-04-29 15:27:50
4440,0.249,pretrain,1.589309,0.0,1.7849,8.900023013077408e-05,0.3954,2.399412,265804.4,4.478,10.524,0.0,,72.73,219.3,2026-04-29 15:27:59
4450,0.2496,pretrain,1.727193,0.0,1.405182,8.894673233027928e-05,0.3881,2.400068,252035.3,4.478,10.524,0.0,,72.89,219.1,2026-04-29 15:28:09
4460,0.2501,pretrain,1.623046,0.0,1.755519,8.889312295897116e-05,0.3896,2.400723,265683.7,4.478,10.524,0.0,,73.04,218.9,2026-04-29 15:28:18
4470,0.2507,pretrain,1.674566,0.0,1.781059,8.883940219304461e-05,0.3864,2.401378,266072.9,4.478,10.524,0.0,,73.2,218.8,2026-04-29 15:28:28
4480,0.2513,pretrain,1.757951,0.0,1.763766,8.878557020906066e-05,0.3941,2.402034,265388.1,4.478,10.524,0.0,,73.36,218.6,2026-04-29 15:28:37
4490,0.2518,pretrain,1.946716,0.0,1.880092,8.873162718394585e-05,0.3955,2.402689,265996.7,4.478,10.524,0.0,,73.52,218.4,2026-04-29 15:28:47
4500,0.2524,pretrain,1.678312,0.0,1.361391,8.86775732949917e-05,0.3836,2.403344,265988.6,4.478,10.524,0.0,,73.67,218.2,2026-04-29 15:28:56
4510,0.2529,pretrain,1.712813,0.0,1.965112,8.862340871985407e-05,0.411,2.404,251457.7,4.478,10.524,0.0,,74.08,218.8,2026-04-29 15:29:21
4520,0.2535,pretrain,1.665388,0.0,1.605069,8.856913363655261e-05,0.3861,2.404655,252184.8,4.478,10.524,0.0,,74.25,218.6,2026-04-29 15:29:30
4530,0.2541,pretrain,1.634579,0.0,1.50007,8.851474822347019e-05,0.3826,2.40531,265959.3,4.478,10.524,0.0,,74.4,218.4,2026-04-29 15:29:40
4540,0.2546,pretrain,1.665227,0.0,1.908819,8.846025265935228e-05,0.3855,2.405966,252074.8,4.478,10.524,0.0,,74.56,218.2,2026-04-29 15:29:49
4550,0.2552,pretrain,1.728958,0.0,1.552671,8.840564712330639e-05,0.3858,2.406621,264514.0,4.478,10.524,0.0,,74.72,218.1,2026-04-29 15:29:59
4560,0.2557,pretrain,1.792094,0.0,2.04344,8.835093179480144e-05,0.392,2.407277,265420.3,4.478,10.524,0.0,,74.88,217.9,2026-04-29 15:30:08
4570,0.2563,pretrain,1.74805,0.0,1.725179,8.829610685366724e-05,0.4118,2.407932,265997.2,4.478,10.524,0.0,,75.03,217.7,2026-04-29 15:30:18
4580,0.2569,pretrain,1.659528,0.0,1.413499,8.824117248009383e-05,0.4015,2.408587,265932.1,4.478,10.524,0.0,,75.19,217.5,2026-04-29 15:30:27
4590,0.2574,pretrain,1.658748,0.0,1.425456,8.818612885463092e-05,0.398,2.409243,265189.6,4.478,10.524,0.0,,75.35,217.3,2026-04-29 15:30:37
4600,0.258,pretrain,1.684764,0.0,1.138234,8.81309761581873e-05,0.3917,2.409898,265636.9,4.478,10.524,0.0,,75.51,217.1,2026-04-29 15:30:46
4610,0.2586,pretrain,1.731601,0.0,1.917144,8.807571457203021e-05,0.388,2.410553,253525.3,4.478,10.524,0.0,,75.67,217.0,2026-04-29 15:30:56
4620,0.2591,pretrain,1.745032,0.0,1.992495,8.802034427778482e-05,0.3831,2.411209,265711.1,4.478,10.524,0.0,,75.82,216.8,2026-04-29 15:31:05
4630,0.2597,pretrain,1.706696,0.0,2.318811,8.796486545743354e-05,0.3827,2.411864,254096.2,4.478,10.524,0.0,,75.98,216.6,2026-04-29 15:31:15
4640,0.2602,pretrain,1.797367,0.0,1.386467,8.790927829331549e-05,0.3914,2.412519,264963.7,4.478,10.524,0.0,,76.14,216.4,2026-04-29 15:31:24
4650,0.2608,pretrain,1.655929,0.0,1.719594,8.785358296812588e-05,0.382,2.413175,265545.4,4.478,10.524,0.0,,76.3,216.2,2026-04-29 15:31:34
4660,0.2614,pretrain,1.626325,0.0,1.489679,8.779777966491538e-05,0.3832,2.41383,265578.1,4.478,10.524,0.0,,76.46,216.1,2026-04-29 15:31:43
4670,0.2619,pretrain,1.766537,0.0,1.51099,8.774186856708959e-05,0.385,2.414486,265706.5,4.478,10.524,0.0,,76.62,215.9,2026-04-29 15:31:53
4680,0.2625,pretrain,1.605719,0.0,1.239397,8.768584985840835e-05,0.3822,2.415141,265436.3,4.478,10.524,0.0,,76.78,215.7,2026-04-29 15:32:02
4690,0.263,pretrain,1.532506,0.0,1.356873,8.762972372298518e-05,0.3851,2.415796,265940.0,4.478,10.524,0.0,,76.93,215.5,2026-04-29 15:32:12
4700,0.2636,pretrain,1.73519,0.0,1.764008,8.757349034528672e-05,0.3911,2.416452,265584.8,4.478,10.524,0.0,,77.09,215.4,2026-04-29 15:32:21
4710,0.2642,pretrain,1.591448,0.0,1.582097,8.751714991013203e-05,0.3899,2.417107,265375.7,4.478,10.524,0.0,,77.25,215.2,2026-04-29 15:32:31
4720,0.2647,pretrain,1.714362,0.0,1.936242,8.746070260269203e-05,0.3905,2.417762,265116.8,4.478,10.524,0.0,,77.41,215.0,2026-04-29 15:32:40
4730,0.2653,pretrain,1.806722,0.0,1.565242,8.740414860848894e-05,0.3887,2.418418,265561.1,4.478,10.524,0.0,,77.57,214.8,2026-04-29 15:32:50
4740,0.2658,pretrain,1.726446,0.0,1.738624,8.734748811339556e-05,0.3932,2.419073,265555.1,4.478,10.524,0.0,,77.72,214.6,2026-04-29 15:32:59
4750,0.2664,pretrain,1.783982,0.0,1.91944,8.729072130363475e-05,0.3815,2.419728,265326.9,4.478,10.524,0.0,,77.88,214.4,2026-04-29 15:33:09
4760,0.267,pretrain,1.888102,0.0,2.023712,8.72338483657788e-05,0.3979,2.420384,265593.4,4.478,10.524,0.0,,78.04,214.3,2026-04-29 15:33:18
4770,0.2675,pretrain,1.83559,0.0,1.50789,8.71768694867488e-05,0.4015,2.421039,265173.0,4.478,10.524,0.0,,78.2,214.1,2026-04-29 15:33:28
4780,0.2681,pretrain,1.741706,0.0,1.929439,8.7119784853814e-05,0.386,2.421694,265550.1,4.478,10.524,0.0,,78.36,213.9,2026-04-29 15:33:37
4790,0.2686,pretrain,1.671337,0.0,2.030567,8.706259465459125e-05,0.3817,2.42235,265600.5,4.478,10.524,0.0,,78.51,213.7,2026-04-29 15:33:47
4800,0.2692,pretrain,1.664404,0.0,1.486594,8.700529907704438e-05,0.3853,2.423005,265786.8,4.478,10.524,0.0,,78.67,213.5,2026-04-29 15:33:56
4810,0.2698,pretrain,1.760266,0.0,1.549546,8.69478983094835e-05,0.388,2.423661,265225.5,4.478,10.524,0.0,,78.83,213.4,2026-04-29 15:34:06
4820,0.2703,pretrain,1.57463,0.0,1.541756,8.689039254056452e-05,0.3889,2.424316,265493.6,4.478,10.524,0.0,,78.99,213.2,2026-04-29 15:34:15
4830,0.2709,pretrain,1.815319,0.0,1.876866,8.683278195928838e-05,0.4005,2.424971,265438.3,4.478,10.524,0.0,,79.15,213.0,2026-04-29 15:34:25
4840,0.2715,pretrain,1.839252,0.0,1.879697,8.677506675500056e-05,0.3876,2.425627,265861.6,4.478,10.524,0.0,,79.31,212.8,2026-04-29 15:34:34
4850,0.272,pretrain,1.795513,0.0,2.022615,8.671724711739034e-05,0.3923,2.426282,252764.0,4.478,10.524,0.0,,79.47,212.7,2026-04-29 15:34:44
4860,0.2726,pretrain,1.909986,0.0,1.76322,8.665932323649029e-05,0.3919,2.426937,265421.7,4.478,10.524,0.0,,79.62,212.5,2026-04-29 15:34:53
4870,0.2731,pretrain,1.681756,0.0,2.091311,8.660129530267558e-05,0.3907,2.427593,252651.5,4.478,10.524,0.0,,79.78,212.3,2026-04-29 15:35:03
4880,0.2737,pretrain,1.82026,0.0,2.010914,8.654316350666333e-05,0.3874,2.428248,265367.8,4.478,10.524,0.0,,79.94,212.1,2026-04-29 15:35:12
4890,0.2743,pretrain,1.741121,0.0,1.77541,8.648492803951203e-05,0.3943,2.428903,265812.4,4.478,10.524,0.0,,80.1,211.9,2026-04-29 15:35:22
4900,0.2748,pretrain,1.843973,0.0,1.570325,8.642658909262093e-05,0.3964,2.429559,265915.0,4.478,10.524,0.0,,80.25,211.8,2026-04-29 15:35:31
4910,0.2754,pretrain,1.662984,0.0,2.007834,8.636814685772936e-05,0.3819,2.430214,265900.7,4.478,10.524,0.0,,80.41,211.6,2026-04-29 15:35:41
4920,0.2759,pretrain,1.839656,0.0,1.87117,8.630960152691612e-05,0.3923,2.43087,266295.8,4.478,10.524,0.0,,80.57,211.4,2026-04-29 15:35:50
4930,0.2765,pretrain,1.689699,0.0,1.416614,8.625095329259883e-05,0.3881,2.431525,266009.6,4.478,10.524,0.0,,80.73,211.2,2026-04-29 15:35:59
4940,0.2771,pretrain,1.907123,0.0,2.045491,8.619220234753339e-05,0.3866,2.43218,266080.2,4.478,10.524,0.0,,80.89,211.0,2026-04-29 15:36:09
4950,0.2776,pretrain,1.733051,0.0,1.496291,8.613334888481317e-05,0.4113,2.432836,265324.4,4.478,10.524,0.0,,81.04,210.9,2026-04-29 15:36:18
4960,0.2782,pretrain,1.750721,0.0,1.638459,8.607439309786855e-05,0.3874,2.433491,265660.0,4.478,10.524,0.0,,81.2,210.7,2026-04-29 15:36:28
4970,0.2787,pretrain,1.500195,0.0,1.248308,8.60153351804662e-05,0.3892,2.434146,265702.8,4.478,10.524,0.0,,81.36,210.5,2026-04-29 15:36:37
4980,0.2793,pretrain,1.708305,0.0,1.751085,8.595617532670843e-05,0.3929,2.434802,252820.4,4.478,10.524,0.0,,81.52,210.3,2026-04-29 15:36:47
4990,0.2799,pretrain,1.68825,0.0,1.223501,8.589691373103264e-05,0.3837,2.435457,265596.6,4.478,10.524,0.0,,81.68,210.2,2026-04-29 15:36:56
5000,0.2804,pretrain,1.716123,0.0,1.262718,8.583755058821055e-05,0.3992,2.436112,265274.7,4.478,10.524,0.0,,81.83,210.0,2026-04-29 15:37:06
5010,0.281,pretrain,1.696321,0.0,1.734469,8.577808609334767e-05,0.3857,2.436768,265493.1,4.478,10.524,0.0,,82.25,210.4,2026-04-29 15:37:30
5020,0.2815,pretrain,1.766155,0.0,1.602105,8.571852044188259e-05,0.3872,2.437423,265350.2,4.478,10.524,0.0,,82.4,210.3,2026-04-29 15:37:40
5030,0.2821,pretrain,1.704253,0.0,1.865834,8.56588538295864e-05,0.3956,2.438078,265060.0,4.478,10.524,0.0,,82.56,210.1,2026-04-29 15:37:49
5040,0.2827,pretrain,1.703961,0.0,1.797969,8.559908645256199e-05,0.385,2.438734,265850.0,4.478,10.524,0.0,,82.72,209.9,2026-04-29 15:37:59
5050,0.2832,pretrain,1.687869,0.0,1.380833,8.553921850724344e-05,0.3892,2.439389,265179.6,4.478,10.524,0.0,,82.88,209.7,2026-04-29 15:38:08
5060,0.2838,pretrain,1.819306,0.0,1.976054,8.547925019039532e-05,0.3878,2.440045,265181.5,4.478,10.524,0.0,,83.04,209.5,2026-04-29 15:38:18
5070,0.2844,pretrain,1.783733,0.0,1.422744,8.541918169911214e-05,0.3938,2.4407,265971.5,4.478,10.524,0.0,,83.19,209.4,2026-04-29 15:38:27
5080,0.2849,pretrain,1.766599,0.0,1.604492,8.535901323081764e-05,0.3939,2.441355,265412.3,4.478,10.524,0.0,,83.35,209.2,2026-04-29 15:38:37
5090,0.2855,pretrain,1.591559,0.0,1.757202,8.529874498326413e-05,0.3845,2.442011,253158.5,4.478,10.524,0.0,,83.51,209.0,2026-04-29 15:38:46
5100,0.286,pretrain,1.770444,0.0,1.742627,8.523837715453185e-05,0.385,2.442666,265658.2,4.478,10.524,0.0,,83.67,208.8,2026-04-29 15:38:56
5110,0.2866,pretrain,1.54787,0.0,1.457532,8.517790994302836e-05,0.3884,2.443321,254050.8,4.478,10.524,0.0,,83.83,208.6,2026-04-29 15:39:05
5120,0.2872,pretrain,1.805252,0.0,1.605814,8.511734354748784e-05,0.3951,2.443977,265282.6,4.478,10.524,0.0,,83.98,208.5,2026-04-29 15:39:15
5130,0.2877,pretrain,1.793772,0.0,1.717817,8.505667816697045e-05,0.3815,2.444632,253942.6,4.478,10.524,0.0,,84.14,208.3,2026-04-29 15:39:24
5140,0.2883,pretrain,1.76276,0.0,1.722923,8.499591400086166e-05,0.3935,2.445287,264367.0,4.478,10.524,0.0,,84.3,208.1,2026-04-29 15:39:34
5150,0.2888,pretrain,1.598999,0.0,1.628556,8.493505124887164e-05,0.3796,2.445943,263939.7,4.478,10.524,0.0,,84.46,207.9,2026-04-29 15:39:43
5160,0.2894,pretrain,1.884867,0.0,1.678505,8.48740901110346e-05,0.4024,2.446598,264710.7,4.478,10.524,0.0,,84.62,207.8,2026-04-29 15:39:53
5170,0.29,pretrain,1.680531,0.0,1.901805,8.481303078770804e-05,0.3907,2.447254,264414.3,4.478,10.524,0.0,,84.78,207.6,2026-04-29 15:40:02
5180,0.2905,pretrain,1.806744,0.0,1.971607,8.47518734795722e-05,0.4151,2.447909,265227.5,4.478,10.524,0.0,,84.94,207.4,2026-04-29 15:40:12
5190,0.2911,pretrain,1.654198,0.0,1.340667,8.469061838762938e-05,0.3858,2.448564,265190.3,4.478,10.524,0.0,,85.1,207.2,2026-04-29 15:40:21
5200,0.2916,pretrain,1.776147,0.0,1.738286,8.462926571320325e-05,0.3931,2.44922,265610.7,4.478,10.524,0.0,,85.25,207.0,2026-04-29 15:40:31
5210,0.2922,pretrain,1.694137,0.0,2.163631,8.456781565793817e-05,0.3931,2.449875,264851.2,4.478,10.524,0.0,,85.41,206.9,2026-04-29 15:40:41
5220,0.2928,pretrain,1.810782,0.0,1.800792,8.450626842379856e-05,0.3935,2.45053,264021.1,4.478,10.524,0.0,,85.57,206.7,2026-04-29 15:40:50
5230,0.2933,pretrain,1.740567,0.0,1.672515,8.444462421306829e-05,0.3923,2.451186,250017.2,4.478,10.524,0.0,,85.73,206.5,2026-04-29 15:41:00
5240,0.2939,pretrain,1.700202,0.0,2.116961,8.438288322834988e-05,0.3858,2.451841,264441.2,4.478,10.524,0.0,,85.89,206.3,2026-04-29 15:41:09
5250,0.2945,pretrain,1.649185,0.0,1.540439,8.432104567256398e-05,0.3854,2.452496,265719.0,4.478,10.524,0.0,,86.05,206.2,2026-04-29 15:41:19
5260,0.295,pretrain,1.823903,0.0,1.580061,8.425911174894858e-05,0.3938,2.453152,265127.0,4.478,10.524,0.0,,86.21,206.0,2026-04-29 15:41:28
5270,0.2956,pretrain,1.740733,0.0,1.482647,8.41970816610584e-05,0.3885,2.453807,263627.4,4.478,10.524,0.0,,86.37,205.8,2026-04-29 15:41:38
5280,0.2961,pretrain,1.59828,0.0,1.203565,8.413495561276428e-05,0.3887,2.454462,263358.3,4.478,10.524,0.0,,86.53,205.6,2026-04-29 15:41:47
5290,0.2967,pretrain,1.57601,0.0,1.365032,8.407273380825238e-05,0.3861,2.455118,264584.5,4.478,10.524,0.0,,86.69,205.5,2026-04-29 15:41:57
5300,0.2973,pretrain,1.76322,0.0,1.930889,8.401041645202359e-05,0.3969,2.455773,264439.0,4.478,10.524,0.0,,86.85,205.3,2026-04-29 15:42:07
5310,0.2978,pretrain,1.631445,0.0,1.813218,8.394800374889288e-05,0.3852,2.456429,265422.2,4.478,10.524,0.0,,87.0,205.1,2026-04-29 15:42:16
5320,0.2984,pretrain,1.785941,0.0,1.802606,8.388549590398854e-05,0.389,2.457084,265688.5,4.478,10.524,0.0,,87.16,205.0,2026-04-29 15:42:26
5330,0.2989,pretrain,1.570919,0.0,1.422549,8.382289312275162e-05,0.3848,2.457739,264993.5,4.478,10.524,0.0,,87.32,204.8,2026-04-29 15:42:35
5340,0.2995,pretrain,1.64581,0.0,1.435068,8.376019561093512e-05,0.3876,2.458395,263597.4,4.478,10.524,0.0,,87.48,204.6,2026-04-29 15:42:45
5350,0.3001,pretrain,1.577051,0.0,1.32769,8.369740357460345e-05,0.3814,2.45905,264957.8,4.478,10.524,0.0,,87.64,204.4,2026-04-29 15:42:54
5360,0.3006,pretrain,1.601974,0.0,1.258345,8.363451722013161e-05,0.3826,2.459705,264631.8,4.478,10.524,0.0,,87.8,204.2,2026-04-29 15:43:04
5370,0.3012,pretrain,1.73559,0.0,1.36491,8.35715367542047e-05,0.4477,2.460361,265438.7,4.478,10.524,0.0,,87.95,204.1,2026-04-29 15:43:13
5380,0.3017,pretrain,1.75745,0.0,1.716832,8.350846238381705e-05,0.3924,2.461016,252167.6,4.478,10.524,0.0,,88.12,203.9,2026-04-29 15:43:23
5390,0.3023,pretrain,1.715143,0.0,1.756249,8.344529431627162e-05,0.3926,2.461671,264509.9,4.478,10.524,0.0,,88.27,203.7,2026-04-29 15:43:32
5400,0.3029,pretrain,1.704627,0.0,1.583187,8.338203275917936e-05,0.3917,2.462327,265384.5,4.478,10.524,0.0,,88.43,203.5,2026-04-29 15:43:42
5410,0.3034,pretrain,1.799514,0.0,1.695858,8.331867792045846e-05,0.3914,2.462982,265837.1,4.478,10.524,0.0,,88.59,203.4,2026-04-29 15:43:51
5420,0.304,pretrain,1.758793,0.0,1.765592,8.325523000833371e-05,0.3964,2.463638,265530.6,4.478,10.524,0.0,,88.75,203.2,2026-04-29 15:44:01
5430,0.3045,pretrain,1.724174,0.0,1.524887,8.319168923133578e-05,0.3881,2.464293,249936.2,4.478,10.524,0.0,,88.91,203.0,2026-04-29 15:44:10
5440,0.3051,pretrain,1.787824,0.0,2.401148,8.312805579830056e-05,0.388,2.464948,265002.0,4.478,10.524,0.0,,89.07,202.8,2026-04-29 15:44:20
5450,0.3057,pretrain,1.59368,0.0,1.560047,8.306432991836847e-05,0.3892,2.465604,253180.4,4.478,10.524,0.0,,89.23,202.7,2026-04-29 15:44:29
5460,0.3062,pretrain,1.614253,0.0,1.615497,8.30005118009838e-05,0.3919,2.466259,265535.1,4.478,10.524,0.0,,89.38,202.5,2026-04-29 15:44:39
5470,0.3068,pretrain,1.762536,0.0,2.077268,8.293660165589391e-05,0.3908,2.466914,265503.9,4.478,10.524,0.0,,89.54,202.3,2026-04-29 15:44:48
5480,0.3074,pretrain,1.570638,0.0,1.833707,8.287259969314871e-05,0.3858,2.46757,253608.5,4.478,10.524,0.0,,89.7,202.1,2026-04-29 15:44:58
5490,0.3079,pretrain,1.541504,0.0,1.547454,8.280850612309986e-05,0.3915,2.468225,265094.4,4.478,10.524,0.0,,89.86,202.0,2026-04-29 15:45:07
5500,0.3085,pretrain,1.796115,0.0,2.09435,8.274432115640004e-05,0.3968,2.46888,265764.2,4.478,10.524,0.0,,90.02,201.8,2026-04-29 15:45:17
5510,0.309,pretrain,1.803812,0.0,2.177992,8.268004500400241e-05,0.3962,2.469536,265603.6,4.478,10.524,0.0,,90.42,202.2,2026-04-29 15:45:41
5520,0.3096,pretrain,1.562694,0.0,1.469737,8.261567787715975e-05,0.3924,2.470191,264292.8,4.478,10.524,0.0,,90.58,202.0,2026-04-29 15:45:50
5530,0.3102,pretrain,1.724928,0.0,1.446325,8.25512199874239e-05,0.3942,2.470846,263783.4,4.478,10.524,0.0,,90.74,201.8,2026-04-29 15:46:00
5540,0.3107,pretrain,1.607556,0.0,1.654979,8.248667154664495e-05,0.3902,2.471502,264821.7,4.478,10.524,0.0,,90.9,201.6,2026-04-29 15:46:10
5550,0.3113,pretrain,1.791477,0.0,1.599642,8.242203276697063e-05,0.4153,2.472157,252819.6,4.478,10.524,0.0,,91.06,201.5,2026-04-29 15:46:19
5560,0.3118,pretrain,1.644004,0.0,1.685537,8.235730386084557e-05,0.3996,2.472813,263466.0,4.478,10.524,0.0,,91.22,201.3,2026-04-29 15:46:29
